tipolista,dataimportazione,dataaggiornamento,nomefile,lunghezzafile,errore,md5file,aggiornamenti,numerosoggetti
ch,2026-07-25 19:01:22.205+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-25 19:01:46.892+00,2026-07-16 22:00:00+00,ofac_non_sdn.xml,1058587,f,,N,-1
aq,2026-07-25 19:01:51.995+00,2026-07-24 21:00:04.785+00,onu.xml,2190068,f,,N,-1
eu,2026-07-25 19:01:56.888+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-25 19:02:17.233+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-25 19:02:30.425+00,2026-07-25 19:02:35.057+00,ca.xml,1850424,f,,N,-1
us,2026-07-25 19:02:48.019+00,2026-07-25 19:02:48.019+00,cuba.xml,262316,f,,N,-1
au,2026-07-26 05:00:02.086+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-26 05:00:34.114+00,2026-07-23 22:00:00+00,ofac_sdn.xml,28871252,f,,N,-1
ch,2026-07-26 05:01:39.405+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-26 05:02:27.694+00,2026-07-16 22:00:00+00,ofac_non_sdn.xml,1058587,f,,N,-1
aq,2026-07-26 05:02:32.258+00,2026-07-25 21:00:04.401+00,onu.xml,2190068,f,,N,-1
eu,2026-07-26 05:02:37.599+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-26 05:03:00.262+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-26 05:03:17.081+00,2026-07-26 05:03:21.821+00,ca.xml,1850424,f,,N,-1
us,2026-07-26 05:03:39.743+00,2026-07-26 05:03:39.743+00,cuba.xml,262316,f,,N,-1
au,2026-07-26 19:00:09.936+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-26 19:00:35.824+00,2026-07-23 22:00:00+00,ofac_sdn.xml,28871252,f,,N,-1
ch,2026-07-26 19:01:28.452+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-26 19:01:50.801+00,2026-07-16 22:00:00+00,ofac_non_sdn.xml,1058587,f,,N,-1
aq,2026-07-26 19:01:55.867+00,2026-07-25 21:00:04.401+00,onu.xml,2190068,f,,N,-1
eu,2026-07-26 19:02:00.673+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-26 19:02:24.829+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-26 19:02:38.797+00,2026-07-26 19:02:43.323+00,ca.xml,1850424,f,,N,-1
us,2026-07-26 19:02:55.987+00,2026-07-26 19:02:55.988+00,cuba.xml,262316,f,,N,-1
au,2026-07-27 05:00:02.345+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-27 05:00:38.896+00,2026-07-23 22:00:00+00,ofac_sdn.xml,28871252,f,,N,-1
ch,2026-07-27 05:01:56.661+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-27 05:02:32.079+00,2026-07-16 22:00:00+00,ofac_non_sdn.xml,1058587,f,,N,-1
aq,2026-07-27 05:02:36.89+00,2026-07-25 21:00:04.401+00,onu.xml,2190068,f,,N,-1
eu,2026-07-27 05:02:41.611+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-27 05:03:04.043+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-27 05:03:20.774+00,2026-07-27 05:03:25.38+00,ca.xml,1850424,f,,N,-1
us,2026-07-27 05:03:42.746+00,2026-07-27 05:03:42.747+00,cuba.xml,262316,f,,N,-1
au,2026-07-27 19:00:08.054+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-27 19:00:32.729+00,2026-07-26 22:00:00+00,ofac_sdn.xml,28748161,f,,N,-1
ch,2026-07-27 19:01:31.619+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-27 19:01:53.845+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-27 19:01:59.16+00,2026-07-25 21:00:04.401+00,onu.xml,2190068,f,,N,-1
eu,2026-07-27 19:02:03.967+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-27 19:02:22.817+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-27 19:02:36.478+00,2026-07-27 19:02:41.371+00,ca.xml,1850424,f,,N,-1
us,2026-07-27 19:02:53.635+00,2026-07-27 19:02:53.636+00,cuba.xml,262316,f,,N,-1
au,2026-07-28 05:00:01.78+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-28 05:00:24.05+00,2026-07-26 22:00:00+00,ofac_sdn.xml,28748161,f,,N,-1
ch,2026-07-28 05:01:13.66+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-28 05:02:16.498+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-28 05:02:20.668+00,2026-07-27 21:00:06.466+00,onu.xml,2190068,f,,N,-1
eu,2026-07-28 05:02:25.103+00,2026-07-19 22:00:00+00,euea.xml,24816628,f,,N,-1
uk,2026-07-28 05:02:43.515+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-28 05:02:56.628+00,2026-07-28 05:03:01.31+00,ca.xml,1850424,f,,N,-1
us,2026-07-28 05:03:13.26+00,2026-07-28 05:03:13.261+00,cuba.xml,262316,f,,N,-1
au,2026-07-28 19:00:02.157+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-28 19:00:25.272+00,2026-07-26 22:00:00+00,ofac_sdn.xml,28748161,f,,N,-1
ch,2026-07-28 19:01:18.504+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-28 19:01:43.532+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-28 19:01:47.292+00,2026-07-27 21:00:06.466+00,onu.xml,2190068,f,,N,-1
eu,2026-07-28 19:01:51.485+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-28 19:02:15.803+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-28 19:02:27.674+00,2026-07-28 19:02:32.428+00,ca.xml,1850424,f,,N,-1
us,2026-07-28 19:02:43.585+00,2026-07-28 19:02:43.585+00,cuba.xml,262316,f,,N,-1
au,2026-07-29 05:00:02.675+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-29 05:00:25.711+00,2026-07-26 22:00:00+00,ofac_sdn.xml,28748161,f,,N,-1
ch,2026-07-29 05:01:15.291+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-29 05:02:04.078+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-29 05:02:08.128+00,2026-07-28 21:00:04.108+00,onu.xml,2190068,f,,N,-1
eu,2026-07-29 05:02:12.877+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-29 05:02:32.025+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-29 05:02:44.57+00,2026-07-29 05:02:49.297+00,ca.xml,1850424,f,,N,-1
us,2026-07-29 05:03:01.686+00,2026-07-29 05:03:01.686+00,cuba.xml,262316,f,,N,-1
au,2026-07-29 19:00:04.141+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-29 19:00:26.964+00,2026-07-28 22:00:00+00,ofac_sdn.xml,28767534,f,,N,-1
ch,2026-07-29 19:01:22.996+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-29 19:01:43.905+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-29 19:01:47.569+00,2026-07-28 21:00:04.108+00,onu.xml,2190068,f,,N,-1
eu,2026-07-29 19:01:51.69+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-29 19:02:11.799+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-29 19:02:25.562+00,2026-07-29 19:02:30.319+00,ca.xml,1850424,f,,N,-1
us,2026-07-29 19:02:41.579+00,2026-07-29 19:02:41.58+00,cuba.xml,262316,f,,N,-1
au,2026-07-30 05:00:04.686+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-30 05:00:30.518+00,2026-07-28 22:00:00+00,ofac_sdn.xml,28767534,f,,N,-1
ch,2026-07-30 05:01:21.718+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-30 05:02:05.495+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-30 05:02:09.766+00,2026-07-29 21:00:03.47+00,onu.xml,2190068,f,,N,-1
eu,2026-07-30 05:02:14.636+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-30 05:02:35.764+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-30 05:02:49.226+00,2026-07-30 05:02:53.825+00,ca.xml,1850424,f,,N,-1
us,2026-07-30 05:03:07.262+00,2026-07-30 05:03:07.262+00,cuba.xml,262316,f,,N,-1
au,2026-07-30 19:00:00.953+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-30 19:00:26.286+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-07-30 19:01:16.941+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
nsdn,2026-07-30 19:01:39.779+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-30 19:01:43.542+00,2026-07-29 21:00:03.47+00,onu.xml,2190068,f,,N,-1
eu,2026-07-30 19:01:47.645+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-30 19:02:07.075+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-30 19:02:19.566+00,2026-07-30 19:02:24.259+00,ca.xml,1850424,f,,N,-1
us,2026-07-30 19:02:36.056+00,2026-07-30 19:02:36.057+00,cuba.xml,262316,f,,N,-1
au,2026-07-31 05:00:03.818+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
ch,2026-07-31 05:00:29.487+00,2026-07-13 22:00:00+00,ch.xml,39899536,f,,N,-1
aq,2026-07-31 05:01:22.64+00,2026-07-30 23:28:53.315+00,onu.xml,2192833,f,,N,-1
eu,2026-07-31 05:01:28.597+00,2026-07-27 22:00:00+00,euea.xml,24816725,f,,N,-1
uk,2026-07-31 05:01:47.693+00,2026-07-23 22:00:00+00,uk.xml,21670730,f,,N,-1
ca,2026-07-31 05:02:00.899+00,2026-07-31 05:02:05.676+00,ca.xml,1850424,f,,N,-1
us,2026-07-31 05:02:18.736+00,2026-07-31 05:02:18.736+00,cuba.xml,262316,f,,N,-1
au,2026-07-31 19:00:06.612+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-07-31 19:00:29.63+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-07-31 19:01:19.344+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-07-31 19:01:39.593+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-07-31 19:01:43.242+00,2026-07-30 23:28:53.315+00,onu.xml,2192833,f,,N,-1
eu,2026-07-31 19:01:47.201+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-07-31 19:02:15.192+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-07-31 19:02:28.134+00,2026-07-31 19:02:32.781+00,ca.xml,1850424,f,,N,-1
us,2026-07-31 19:02:44.051+00,2026-07-31 19:02:44.051+00,cuba.xml,262316,f,,N,-1
au,2026-08-01 05:00:07.343+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-01 05:00:29.366+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-01 05:01:22.238+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-01 05:02:14.428+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-01 05:02:18.343+00,2026-07-31 21:00:04.412+00,onu.xml,2192833,f,,N,-1
eu,2026-08-01 05:02:22.875+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-01 05:02:44.427+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-01 05:02:57.599+00,2026-08-01 05:03:02.202+00,ca.xml,1850424,f,,N,-1
us,2026-08-01 05:03:15.105+00,2026-08-01 05:03:15.106+00,cuba.xml,262316,f,,N,-1
au,2026-08-01 19:00:09.748+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-01 19:00:31.632+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-01 19:01:21.646+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-01 19:01:41.79+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-01 19:01:45.4+00,2026-07-31 21:00:04.412+00,onu.xml,2192833,f,,N,-1
uk,2026-08-01 19:01:52.982+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-01 19:02:06.904+00,2026-08-01 19:02:11.476+00,ca.xml,1850424,f,,N,-1
us,2026-08-01 19:02:24.207+00,2026-08-01 19:02:24.208+00,cuba.xml,262316,f,,N,-1
au,2026-08-02 05:00:00.345+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-02 05:00:23.881+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-02 05:01:16.229+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-02 05:02:17.904+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-02 05:02:21.883+00,2026-08-01 21:00:03.11+00,onu.xml,2192833,f,,N,-1
uk,2026-08-02 05:02:28.094+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-02 05:02:41.494+00,2026-08-02 05:02:46.117+00,ca.xml,1850424,f,,N,-1
us,2026-08-02 05:03:00.427+00,2026-08-02 05:03:00.427+00,cuba.xml,262316,f,,N,-1
au,2026-08-02 19:00:01.003+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-02 19:00:22.761+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-02 19:01:11.497+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-02 19:01:30.993+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-02 19:01:34.715+00,2026-08-01 21:00:03.11+00,onu.xml,2192833,f,,N,-1
uk,2026-08-02 19:01:40.799+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-02 19:01:53.026+00,2026-08-02 19:01:57.613+00,ca.xml,1850424,f,,N,-1
us,2026-08-02 19:02:10.367+00,2026-08-02 19:02:10.368+00,cuba.xml,262316,f,,N,-1
au,2026-08-03 05:00:02.211+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-03 05:00:27.737+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-03 05:01:21.044+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-03 05:02:22.174+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-03 05:02:25.816+00,2026-08-01 21:00:03.11+00,onu.xml,2192833,f,,N,-1
eu,2026-08-03 05:02:31.265+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-03 05:02:52.483+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-03 05:03:06.091+00,2026-08-03 05:03:10.78+00,ca.xml,1850424,f,,N,-1
us,2026-08-03 05:03:24.062+00,2026-08-03 05:03:24.062+00,cuba.xml,262316,f,,N,-1
au,2026-08-03 19:00:07.863+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-03 19:00:29.307+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-03 19:01:19.538+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-03 19:01:45.995+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-03 19:01:52.135+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-03 19:02:12.628+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-03 19:02:25.359+00,2026-08-03 19:02:30.036+00,ca.xml,1850424,f,,N,-1
us,2026-08-03 19:02:41.219+00,2026-08-03 19:02:41.22+00,cuba.xml,262316,f,,N,-1
au,2026-08-04 05:00:08.105+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-04 05:00:31.038+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-04 05:01:19.32+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-04 05:02:10.248+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-04 05:02:17.088+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-04 05:02:36.991+00,2026-07-30 22:00:00+00,uk.xml,21672608,f,,N,-1
ca,2026-08-04 05:02:49.805+00,2026-08-04 05:02:54.344+00,ca.xml,1850424,f,,N,-1
us,2026-08-04 05:03:06.857+00,2026-08-04 05:03:06.858+00,cuba.xml,262316,f,,N,-1
au,2026-08-04 19:00:08.266+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-04 19:00:33.521+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-04 19:01:22.758+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-04 19:01:42.701+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-04 19:01:49.328+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-04 19:02:10.343+00,2026-08-03 22:00:00+00,uk.xml,21672248,f,,N,-1
ca,2026-08-04 19:02:23.391+00,2026-08-04 19:02:27.937+00,ca.xml,1850424,f,,N,-1
us,2026-08-04 19:02:39.423+00,2026-08-04 19:02:39.423+00,cuba.xml,262316,f,,N,-1
au,2026-08-05 05:00:08.731+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-05 05:00:31.458+00,2026-07-29 22:00:00+00,ofac_sdn.xml,28779134,f,,N,-1
ch,2026-08-05 05:01:21.695+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-05 05:02:09.667+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-05 05:02:17.535+00,2026-07-30 22:00:00+00,euea.xml,25778005,f,,N,-1
uk,2026-08-05 05:02:37.423+00,2026-08-03 22:00:00+00,uk.xml,21672248,f,,N,-1
ca,2026-08-05 05:02:50.025+00,2026-08-05 05:02:54.907+00,ca.xml,1850424,f,,N,-1
us,2026-08-05 05:03:07.229+00,2026-08-05 05:03:07.229+00,cuba.xml,262316,f,,N,-1
au,2026-08-05 19:00:03.148+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-05 19:00:27.968+00,2026-08-04 22:00:00+00,ofac_sdn.xml,28775081,f,,N,-1
ch,2026-08-05 19:01:26.617+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-05 19:01:49.279+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-05 19:01:57.224+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-05 19:02:31.219+00,2026-08-03 22:00:00+00,uk.xml,21672248,f,,N,-1
ca,2026-08-05 19:02:43.972+00,2026-08-05 19:02:48.691+00,ca.xml,1850424,f,,N,-1
us,2026-08-05 19:03:00.778+00,2026-08-05 19:03:00.778+00,cuba.xml,262316,f,,N,-1
au,2026-08-06 05:00:05.134+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-06 05:00:29.564+00,2026-08-04 22:00:00+00,ofac_sdn.xml,28775081,f,,N,-1
ch,2026-08-06 05:01:20.563+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-06 05:02:06.441+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-06 05:02:13.372+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-06 05:02:35.037+00,2026-08-03 22:00:00+00,uk.xml,21672248,f,,N,-1
ca,2026-08-06 05:02:49.04+00,2026-08-06 05:02:53.734+00,ca.xml,1850424,f,,N,-1
us,2026-08-06 05:03:07.968+00,2026-08-06 05:03:07.968+00,cuba.xml,262316,f,,N,-1
au,2026-08-06 19:00:03.242+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-06 19:00:28.08+00,2026-08-05 22:00:00+00,ofac_sdn.xml,28789329,f,,N,-1
ch,2026-08-06 19:01:21.244+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-06 19:01:47.223+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-06 19:01:53.129+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-06 19:02:15.685+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-06 19:02:28.108+00,2026-08-06 19:02:32.863+00,ca.xml,1850424,f,,N,-1
us,2026-08-06 19:02:43.817+00,2026-08-06 19:02:43.818+00,cuba.xml,262316,f,,N,-1
au,2026-08-07 05:00:03.775+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-07 05:00:28.278+00,2026-08-05 22:00:00+00,ofac_sdn.xml,28789329,f,,N,-1
ch,2026-08-07 05:01:17.607+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-07 05:02:03.642+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-07 05:02:10.605+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-07 05:02:32.471+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-07 05:02:45.789+00,2026-08-07 05:02:50.411+00,ca.xml,1850424,f,,N,-1
us,2026-08-07 05:03:03.264+00,2026-08-07 05:03:03.264+00,cuba.xml,262316,f,,N,-1
au,2026-08-07 15:13:43.013+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-07 15:14:11.494+00,2026-08-05 22:00:00+00,ofac_sdn.xml,28789329,f,,N,-1
ch,2026-08-07 15:15:01.214+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-07 15:15:22.166+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-07 15:15:28.517+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-07 15:15:49.974+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-07 15:16:02.616+00,2026-08-07 15:16:07.456+00,ca.xml,1850424,f,,N,-1
us,2026-08-07 15:16:20.033+00,2026-08-07 15:16:20.034+00,cuba.xml,262316,f,,N,-1
au,2026-08-07 19:00:09.553+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-07 19:00:34.465+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-07 19:01:26.244+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-07 19:02:09.918+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-07 19:02:16.203+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-07 19:02:36.01+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-07 19:02:48.23+00,2026-08-07 19:02:53.051+00,ca.xml,1850424,f,,N,-1
us,2026-08-07 19:03:05.293+00,2026-08-07 19:03:05.293+00,cuba.xml,262316,f,,N,-1
au,2026-08-08 05:00:00.958+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-08 05:00:24.127+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-08 05:01:16.058+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-08 05:01:54.031+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-08 05:02:00.067+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-08 05:02:23.135+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-08 05:02:36.09+00,2026-08-08 05:02:40.831+00,ca.xml,1850424,f,,N,-1
us,2026-08-08 05:02:53.76+00,2026-08-08 05:02:53.761+00,cuba.xml,262316,f,,N,-1
au,2026-08-08 19:00:03.155+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-08 19:00:25.173+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-08 19:01:13.71+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-08 19:01:36.181+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-08 19:01:42.138+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-08 19:02:00.928+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-08 19:02:14.698+00,2026-08-08 19:02:19.354+00,ca.xml,1850424,f,,N,-1
us,2026-08-08 19:02:30.828+00,2026-08-08 19:02:30.829+00,cuba.xml,262316,f,,N,-1
au,2026-08-09 05:00:04.218+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
